posting_date,document_date,cost_center,gl_account,amount,vendor,description
2023-07-18,2023-07-18,CC-ONCOR-PS,6010,5731.54,SearchAds Media,Paid Search acquisition spend — 2023-07
2023-07-19,2023-07-19,CC-ONCOR-PS,6010,5685.1,SearchAds Media,Paid Search acquisition spend — 2023-07
2023-07-20,2023-07-20,CC-ONCOR-PS,6010,5461.36,SearchAds Media,Paid Search acquisition spend — 2023-07
2023-07-21,2023-07-21,CC-ONCOR-PS,6010,5511.41,SearchAds Media,Paid Search acquisition spend — 2023-07
2023-07-22,2023-07-22,CC-ONCOR-PS,6010,5141.56,SearchAds Media,Paid Search acquisition spend — 2023-07
2023-07-23,2023-07-23,CC-ONCOR-PS,6010,4952.63,SearchAds Media,Paid Search acquisition spend — 2023-07
2023-07-24,2023-07-24,CC-ONCOR-PS,6010,5279.35,SearchAds Media,Paid Search acquisition spend — 2023-07
2023-07-25,2023-07-25,CC-ONCOR-PS,6010,5585.34,SearchAds Media,Paid Search acquisition spend — 2023-07
2023-07-26,2023-07-26,CC-ONCOR-PS,6010,5508.07,SearchAds Media,Paid Search acquisition spend — 2023-07
2023-07-27,2023-07-27,CC-ONCOR-PS,6010,5523.82,SearchAds Media,Paid Search acquisition spend — 2023-07
2023-07-28,2023-07-28,CC-ONCOR-PS,6010,5401.49,SearchAds Media,Paid Search acquisition spend — 2023-07
2023-07-29,2023-07-29,CC-ONCOR-PS,6010,5054.87,SearchAds Media,Paid Search acquisition spend — 2023-07
2023-07-30,2023-07-30,CC-ONCOR-PS,6010,4692.22,SearchAds Media,Paid Search acquisition spend — 2023-07
2023-07-31,2023-07-31,CC-ONCOR-PS,6010,5634.12,SearchAds Media,Paid Search acquisition spend — 2023-07
2023-08-01,2023-08-01,CC-ONCOR-PS,6010,5455.9,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-02,2023-08-02,CC-ONCOR-PS,6010,5671.61,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-03,2023-08-03,CC-ONCOR-PS,6010,5777.7,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-04,2023-08-04,CC-ONCOR-PS,6010,5866.18,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-05,2023-08-05,CC-ONCOR-PS,6010,4890.37,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-06,2023-08-06,CC-ONCOR-PS,6010,4981.04,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-07,2023-08-07,CC-ONCOR-PS,6010,5901.44,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-08,2023-08-08,CC-ONCOR-PS,6010,5809.05,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-09,2023-08-09,CC-ONCOR-PS,6010,5258.52,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-10,2023-08-10,CC-ONCOR-PS,6010,5405.51,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-11,2023-08-11,CC-ONCOR-PS,6010,5289.86,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-12,2023-08-12,CC-ONCOR-PS,6010,5160.46,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-13,2023-08-13,CC-ONCOR-PS,6010,4858.24,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-14,2023-08-14,CC-ONCOR-PS,6010,5589.74,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-15,2023-08-15,CC-ONCOR-PS,6010,5751.75,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-16,2023-08-16,CC-ONCOR-PS,6010,5637.55,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-17,2023-08-17,CC-ONCOR-PS,6010,5114.23,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-18,2023-08-18,CC-ONCOR-PS,6010,6014.9,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-19,2023-08-19,CC-ONCOR-PS,6010,4939.43,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-20,2023-08-20,CC-ONCOR-PS,6010,4995.92,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-21,2023-08-21,CC-ONCOR-PS,6010,5204.58,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-22,2023-08-22,CC-ONCOR-PS,6010,5557.89,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-23,2023-08-23,CC-ONCOR-PS,6010,5419.43,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-24,2023-08-24,CC-ONCOR-PS,6010,5740.47,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-25,2023-08-25,CC-ONCOR-PS,6010,5811.59,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-26,2023-08-26,CC-ONCOR-PS,6010,4982.11,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-27,2023-08-27,CC-ONCOR-PS,6010,5158.76,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-28,2023-08-28,CC-ONCOR-PS,6010,5295.05,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-29,2023-08-29,CC-ONCOR-PS,6010,5524.15,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-30,2023-08-30,CC-ONCOR-PS,6010,5452.91,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-08-31,2023-08-31,CC-ONCOR-PS,6010,5383.23,SearchAds Media,Paid Search acquisition spend — 2023-08
2023-09-01,2023-09-01,CC-ONCOR-PS,6010,4842.41,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-02,2023-09-02,CC-ONCOR-PS,6010,4768.63,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-03,2023-09-03,CC-ONCOR-PS,6010,4786.16,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-04,2023-09-04,CC-ONCOR-PS,6010,5688.54,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-05,2023-09-05,CC-ONCOR-PS,6010,5468.89,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-06,2023-09-06,CC-ONCOR-PS,6010,5472.39,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-07,2023-09-07,CC-ONCOR-PS,6010,5249.38,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-08,2023-09-08,CC-ONCOR-PS,6010,5973.51,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-09,2023-09-09,CC-ONCOR-PS,6010,4837.27,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-10,2023-09-10,CC-ONCOR-PS,6010,5041.13,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-11,2023-09-11,CC-ONCOR-PS,6010,5344.56,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-12,2023-09-12,CC-ONCOR-PS,6010,5187.56,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-13,2023-09-13,CC-ONCOR-PS,6010,5649.41,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-14,2023-09-14,CC-ONCOR-PS,6010,5498.77,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-15,2023-09-15,CC-ONCOR-PS,6010,5848.15,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-16,2023-09-16,CC-ONCOR-PS,6010,4620.25,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-17,2023-09-17,CC-ONCOR-PS,6010,4946.23,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-18,2023-09-18,CC-ONCOR-PS,6010,5752.08,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-19,2023-09-19,CC-ONCOR-PS,6010,5657.55,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-20,2023-09-20,CC-ONCOR-PS,6010,5722.63,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-21,2023-09-21,CC-ONCOR-PS,6010,5388.54,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-22,2023-09-22,CC-ONCOR-PS,6010,5536.06,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-23,2023-09-23,CC-ONCOR-PS,6010,5147.82,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-24,2023-09-24,CC-ONCOR-PS,6010,4738.02,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-25,2023-09-25,CC-ONCOR-PS,6010,5434.17,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-26,2023-09-26,CC-ONCOR-PS,6010,5186.43,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-27,2023-09-27,CC-ONCOR-PS,6010,5494.04,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-28,2023-09-28,CC-ONCOR-PS,6010,5430.96,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-29,2023-09-29,CC-ONCOR-PS,6010,5270.32,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-09-30,2023-09-30,CC-ONCOR-PS,6010,5011.71,SearchAds Media,Paid Search acquisition spend — 2023-09
2023-10-01,2023-10-01,CC-ONCOR-PS,6010,4810.71,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-02,2023-10-02,CC-ONCOR-PS,6010,5383.77,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-03,2023-10-03,CC-ONCOR-PS,6010,5350.79,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-04,2023-10-04,CC-ONCOR-PS,6010,5158.45,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-05,2023-10-05,CC-ONCOR-PS,6010,5661.04,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-06,2023-10-06,CC-ONCOR-PS,6010,5529.64,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-07,2023-10-07,CC-ONCOR-PS,6010,4748.7,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-08,2023-10-08,CC-ONCOR-PS,6010,4651.77,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-09,2023-10-09,CC-ONCOR-PS,6010,5136.7,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-10,2023-10-10,CC-ONCOR-PS,6010,5151.9,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-11,2023-10-11,CC-ONCOR-PS,6010,4992.69,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-12,2023-10-12,CC-ONCOR-PS,6010,4997.03,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-13,2023-10-13,CC-ONCOR-PS,6010,5510.06,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-14,2023-10-14,CC-ONCOR-PS,6010,4735.83,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-15,2023-10-15,CC-ONCOR-PS,6010,4758.0,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-16,2023-10-16,CC-ONCOR-PS,6010,5429.59,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-17,2023-10-17,CC-ONCOR-PS,6010,5035.36,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-18,2023-10-18,CC-ONCOR-PS,6010,5037.33,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-19,2023-10-19,CC-ONCOR-PS,6010,5579.03,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-20,2023-10-20,CC-ONCOR-PS,6010,5322.29,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-21,2023-10-21,CC-ONCOR-PS,6010,4664.79,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-22,2023-10-22,CC-ONCOR-PS,6010,5030.99,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-23,2023-10-23,CC-ONCOR-PS,6010,5270.64,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-24,2023-10-24,CC-ONCOR-PS,6010,5135.12,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-25,2023-10-25,CC-ONCOR-PS,6010,5216.77,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-26,2023-10-26,CC-ONCOR-PS,6010,5629.82,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-27,2023-10-27,CC-ONCOR-PS,6010,5109.17,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-28,2023-10-28,CC-ONCOR-PS,6010,4705.18,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-29,2023-10-29,CC-ONCOR-PS,6010,4935.79,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-30,2023-10-30,CC-ONCOR-PS,6010,5501.59,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-10-31,2023-10-31,CC-ONCOR-PS,6010,5011.6,SearchAds Media,Paid Search acquisition spend — 2023-10
2023-11-01,2023-11-01,CC-ONCOR-PS,6010,5167.18,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-02,2023-11-02,CC-ONCOR-PS,6010,4906.58,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-03,2023-11-03,CC-ONCOR-PS,6010,4944.6,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-04,2023-11-04,CC-ONCOR-PS,6010,4795.85,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-05,2023-11-05,CC-ONCOR-PS,6010,4484.15,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-06,2023-11-06,CC-ONCOR-PS,6010,5186.91,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-07,2023-11-07,CC-ONCOR-PS,6010,5184.43,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-08,2023-11-08,CC-ONCOR-PS,6010,5489.76,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-09,2023-11-09,CC-ONCOR-PS,6010,5212.02,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-10,2023-11-10,CC-ONCOR-PS,6010,4901.34,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-11,2023-11-11,CC-ONCOR-PS,6010,4592.17,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-12,2023-11-12,CC-ONCOR-PS,6010,4455.64,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-13,2023-11-13,CC-ONCOR-PS,6010,5277.49,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-14,2023-11-14,CC-ONCOR-PS,6010,5037.47,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-15,2023-11-15,CC-ONCOR-PS,6010,4666.45,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-16,2023-11-16,CC-ONCOR-PS,6010,5211.21,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-17,2023-11-17,CC-ONCOR-PS,6010,5014.08,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-18,2023-11-18,CC-ONCOR-PS,6010,4655.07,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-19,2023-11-19,CC-ONCOR-PS,6010,4637.15,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-20,2023-11-20,CC-ONCOR-PS,6010,5162.09,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-21,2023-11-21,CC-ONCOR-PS,6010,4823.29,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-22,2023-11-22,CC-ONCOR-PS,6010,4830.99,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-23,2023-11-23,CC-ONCOR-PS,6010,4718.81,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-24,2023-11-24,CC-ONCOR-PS,6010,5029.63,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-25,2023-11-25,CC-ONCOR-PS,6010,4766.85,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-26,2023-11-26,CC-ONCOR-PS,6010,4914.09,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-27,2023-11-27,CC-ONCOR-PS,6010,5328.4,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-28,2023-11-28,CC-ONCOR-PS,6010,4729.08,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-29,2023-11-29,CC-ONCOR-PS,6010,5619.26,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-11-30,2023-11-30,CC-ONCOR-PS,6010,4989.04,SearchAds Media,Paid Search acquisition spend — 2023-11
2023-12-01,2023-12-01,CC-ONCOR-PS,6010,5206.19,SearchAds Media,Paid Search acquisition spend — 2023-12
2023-12-02,2023-12-02,CC-ONCOR-PS,6010,4702.26,SearchAds Media,Paid Search acquisition spend — 2023-12
2023-12-03,2023-12-03,CC-ONCOR-PS,6010,4406.88,SearchAds Media,Paid Search acquisition spend — 2023-12
2023-12-04,2023-12-04,CC-ONCOR-PS,6010,5078.45,SearchAds Media,Paid Search acquisition spend — 2023-12
2023-12-05,2023-12-05,CC-ONCOR-PS,6010,5036.11,SearchAds Media,Paid Search acquisition spend — 2023-12
2023-12-06,2023-12-06,CC-ONCOR-PS,6010,5040.39,SearchAds Media,Paid Search acquisition spend — 2023-12
2023-12-07,2023-12-07,CC-ONCOR-PS,6010,4890.38,SearchAds Media,Paid Search acquisition spend — 2023-12
2023-12-08,2023-12-08,CC-ONCOR-PS,6010,5178.59,SearchAds Media,Paid Search acquisition spend — 2023-12
2023-12-09,2023-12-09,CC-ONCOR-PS,6010,4560.78,SearchAds Media,Paid Search acquisition spend — 2023-12
2023-12-10,2023-12-10,CC-ONCOR-PS,6010,4674.9,SearchAds Media,Paid Search acquisition spend — 2023-12
2023-12-11,2023-12-11,CC-ONCOR-PS,6010,5012.01,SearchAds Media,Paid Search acquisition spend — 2023-12
2023-12-12,2023-12-12,CC-ONCOR-PS,6010,5159.05,SearchAds Media,Paid Search acquisition spend — 2023-12
2023-12-13,2023-12-13,CC-ONCOR-PS,6010,5188.41,SearchAds Media,Paid Search acquisition spend — 2023-12
2023-12-14,2023-12-14,CC-ONCOR-PS,6010,4482.54,SearchAds Media,Paid Search acquisition spend — 2023-12
2023-12-15,2023-12-15,CC-ONCOR-PS,6010,4772.97,SearchAds Media,Paid Search acquisition spend — 2023-12
2023-12-16,2023-12-16,CC-ONCOR-PS,6010,4279.97,SearchAds Media,Paid Search acquisition spend — 2023-12
2023-12-17,2023-12-17,CC-ONCOR-PS,6010,4391.3,SearchAds Media,Paid Search acquisition spend — 2023-12
2023-12-18,2023-12-18,CC-ONCOR-PS,6010,5003.76,SearchAds Media,Paid Search acquisition spend — 2023-12
